ticket_id,user_id,issue_type,created_at,resolved_at,resolution_days,resolved,satisfaction_score
TKT000078,USR00595,money_not_received,2026-03-21 15:41:09,2026-03-23 15:41:09,2,True,5
TKT000079,USR02256,transaction_failed,2025-12-08 15:41:09,2025-12-17 15:41:09,9,True,1
TKT000080,USR02256,transaction_failed,2026-05-05 15:41:09,2026-05-10 15:41:09,5,False,3
TKT000081,USR05785,app_crash,2026-02-05 15:41:09,2026-02-09 15:41:09,4,True,4
TKT000082,USR05785,money_not_received,2026-01-22 15:41:09,2026-02-03 15:41:09,12,True,3
TKT000083,USR05785,transaction_failed,2026-04-14 15:41:09,2026-04-16 15:41:09,2,True,4
TKT000084,USR05785,money_not_received,2026-04-09 15:41:09,2026-04-20 15:41:09,11,True,5
TKT000085,USR08494,money_not_received,2025-09-28 15:41:09,2025-10-05 15:41:09,7,True,4
TKT000086,USR02461,transaction_failed,2025-10-19 15:41:09,2025-10-24 15:41:09,5,True,3
TKT000087,USR05943,transaction_failed,2025-11-22 15:41:09,2025-11-26 15:41:09,4,True,5
TKT000088,USR06452,money_not_received,2025-10-30 15:41:09,2025-11-12 15:41:09,13,True,5
TKT000089,USR06452,transaction_failed,2025-09-20 15:41:09,2025-09-28 15:41:09,8,True,4
TKT000090,USR02197,transaction_failed,2025-12-15 15:41:09,2025-12-21 15:41:09,6,True,5
TKT000091,USR01357,transaction_failed,2025-12-14 15:41:09,2025-12-18 15:41:09,4,True,3
TKT000092,USR02923,account_blocked,2025-11-17 15:41:09,2025-11-18 15:41:09,1,True,4
TKT000093,USR02923,transaction_failed,2026-01-30 15:41:09,2026-01-30 15:41:09,0,True,3
TKT000094,USR02923,kyc_issue,2025-09-07 15:41:09,2025-09-16 15:41:09,9,False,4
TKT000095,USR02923,general_query,2025-08-20 15:41:09,2025-08-26 15:41:09,6,True,4
TKT000096,USR06318,transaction_failed,2026-02-08 15:41:09,2026-02-17 15:41:09,9,True,4
TKT000097,USR06318,money_not_received,2025-12-08 15:41:09,2025-12-20 15:41:09,12,True,4
TKT000098,USR01078,kyc_issue,2025-10-04 15:41:09,2025-10-10 15:41:09,6,True,4
TKT000099,USR01078,app_crash,2026-04-13 15:41:09,2026-04-15 15:41:09,2,True,4
TKT000100,USR02716,transaction_failed,2026-02-16 15:41:09,2026-02-24 15:41:09,8,False,4
TKT000101,USR07273,money_not_received,2025-09-03 15:41:09,2025-09-10 15:41:09,7,True,4
TKT000102,USR08491,money_not_received,2026-04-25 15:41:09,2026-04-28 15:41:09,3,False,3
TKT000103,USR08857,account_blocked,2025-12-22 15:41:09,2025-12-31 15:41:09,9,True,3
TKT000104,USR07738,money_not_received,2026-02-13 15:41:09,2026-02-26 15:41:09,13,True,5
TKT000105,USR08692,transaction_failed,2026-06-04 15:41:09,2026-06-05 15:41:09,1,True,5
TKT000106,USR08015,transaction_failed,2026-03-06 15:41:09,2026-03-19 15:41:09,13,True,4
TKT000107,USR08015,account_blocked,2025-12-30 15:41:09,2026-01-07 15:41:09,8,True,4
TKT000108,USR09617,money_not_received,2025-08-21 15:41:09,2025-08-27 15:41:09,6,True,3
TKT000109,USR09617,wrong_charge,2026-03-30 15:41:09,2026-03-31 15:41:09,1,True,4
TKT000110,USR09945,money_not_received,2025-11-07 15:41:09,2025-11-16 15:41:09,9,True,5
TKT000111,USR09945,app_crash,2026-04-26 15:41:09,2026-05-03 15:41:09,7,True,5
TKT000112,USR01758,transaction_failed,2026-02-21 15:41:09,2026-02-27 15:41:09,6,True,5
TKT000113,USR07799,money_not_received,2026-06-01 15:41:09,2026-06-12 15:41:09,11,True,3
TKT000114,USR04352,money_not_received,2025-11-16 15:41:09,2025-11-18 15:41:09,2,True,4
TKT000115,USR05651,money_not_received,2026-03-14 15:41:09,2026-03-25 15:41:09,11,True,3
TKT000116,USR04996,money_not_received,2025-08-24 15:41:09,2025-09-01 15:41:09,8,True,3
TKT000117,USR01567,transaction_failed,2025-12-30 15:41:09,2026-01-04 15:41:09,5,True,4
TKT000118,USR07668,money_not_received,2025-12-19 15:41:09,2025-12-28 15:41:09,9,True,5
TKT000119,USR06872,money_not_received,2025-10-19 15:41:09,2025-10-24 15:41:09,5,True,3
TKT000120,USR06872,money_not_received,2025-12-24 15:41:09,2025-12-27 15:41:09,3,True,1
TKT000121,USR06872,money_not_received,2025-11-23 15:41:09,2025-12-05 15:41:09,12,True,1
TKT000122,USR06872,app_crash,2025-11-04 15:41:09,2025-11-14 15:41:09,10,True,2
TKT000123,USR06872,transaction_failed,2025-11-19 15:41:09,2025-11-20 15:41:09,1,True,3
TKT000124,USR02733,kyc_issue,2025-09-09 15:41:09,2025-09-22 15:41:09,13,False,3
TKT000125,USR03186,money_not_received,2026-02-26 15:41:09,2026-03-05 15:41:09,7,True,3
TKT000126,USR08197,kyc_issue,2026-05-12 15:41:09,2026-05-17 15:41:09,5,True,4
TKT000127,USR07370,wrong_charge,2025-08-23 15:41:09,2025-09-05 15:41:09,13,True,4
TKT000128,USR04468,kyc_issue,2025-10-16 15:41:09,2025-10-22 15:41:09,6,True,4
TKT000129,USR08635,account_blocked,2026-04-16 15:41:09,2026-04-28 15:41:09,12,False,3
TKT000130,USR00328,kyc_issue,2025-12-04 15:41:09,2025-12-04 15:41:09,0,True,5
TKT000131,USR00328,kyc_issue,2025-09-14 15:41:09,2025-09-14 15:41:09,0,True,5
TKT000132,USR00328,wrong_charge,2026-05-24 15:41:09,2026-05-29 15:41:09,5,True,4
TKT000133,USR03798,app_crash,2025-08-31 15:41:09,2025-09-08 15:41:09,8,True,3
TKT000134,USR02900,general_query,2025-10-13 15:41:09,2025-10-26 15:41:09,13,True,3
TKT000135,USR09687,transaction_failed,2026-01-23 15:41:09,2026-01-23 15:41:09,0,True,4
TKT000136,USR08622,app_crash,2026-06-01 15:41:09,2026-06-12 15:41:09,11,True,5
TKT000137,USR09767,transaction_failed,2026-02-18 15:41:09,2026-02-20 15:41:09,2,False,5
TKT000138,USR07010,transaction_failed,2025-08-18 15:41:09,2025-08-23 15:41:09,5,True,4
TKT000139,USR07010,account_blocked,2025-12-21 15:41:09,2026-01-03 15:41:09,13,True,3
TKT000140,USR02468,app_crash,2025-08-22 15:41:09,2025-09-03 15:41:09,12,True,4
TKT000141,USR06737,general_query,2026-01-06 15:41:09,2026-01-11 15:41:09,5,True,4
TKT000142,USR01976,money_not_received,2026-05-17 15:41:09,2026-05-18 15:41:09,1,True,4
TKT000143,USR04001,money_not_received,2026-04-10 15:41:09,2026-04-23 15:41:09,13,True,4
TKT000144,USR00326,app_crash,2026-01-01 15:41:09,2026-01-06 15:41:09,5,True,5
TKT000145,USR00326,kyc_issue,2025-09-12 15:41:09,2025-09-23 15:41:09,11,False,4
TKT000146,USR05419,kyc_issue,2025-08-29 15:41:09,2025-09-01 15:41:09,3,True,3
TKT000147,USR09884,transaction_failed,2025-11-10 15:41:09,2025-11-23 15:41:09,13,True,4
TKT000148,USR01467,app_crash,2026-05-02 15:41:09,2026-05-05 15:41:09,3,True,5
TKT000149,USR02228,money_not_received,2025-12-11 15:41:09,2025-12-15 15:41:09,4,False,4
TKT000150,USR02636,money_not_received,2026-01-09 15:41:09,2026-01-10 15:41:09,1,False,4
TKT000151,USR02636,money_not_received,2026-01-10 15:41:09,2026-01-10 15:41:09,0,False,5
TKT000152,USR04781,transaction_failed,2025-09-08 15:41:09,2025-09-13 15:41:09,5,True,3
TKT000153,USR04781,transaction_failed,2026-05-17 15:41:09,2026-05-24 15:41:09,7,True,3
TKT000154,USR04781,wrong_charge,2025-12-16 15:41:09,2025-12-19 15:41:09,3,True,4
TKT000155,USR01996,account_blocked,2025-12-11 15:41:09,2025-12-21 15:41:09,10,True,5
TKT000156,USR01774,money_not_received,2025-11-06 15:41:09,2025-11-07 15:41:09,1,True,4
TKT000157,USR08788,money_not_received,2026-03-09 15:41:09,2026-03-12 15:41:09,3,True,4
TKT000158,USR06338,transaction_failed,2026-01-21 15:41:09,2026-02-03 15:41:09,13,False,3
TKT000159,USR04613,money_not_received,2025-09-14 15:41:09,2025-09-18 15:41:09,4,True,5
TKT000160,USR06385,app_crash,2025-08-21 15:41:09,2025-08-26 15:41:09,5,True,3
TKT000161,USR00009,transaction_failed,2025-09-13 15:41:09,2025-09-19 15:41:09,6,False,3
TKT000162,USR00009,app_crash,2025-11-18 15:41:09,2025-11-23 15:41:09,5,True,5
TKT000163,USR03572,kyc_issue,2025-09-04 15:41:09,2025-09-07 15:41:09,3,True,3
TKT000164,USR07925,money_not_received,2025-08-17 15:41:09,2025-08-30 15:41:09,13,True,3
TKT000165,USR07925,transaction_failed,2026-04-27 15:41:09,2026-05-02 15:41:09,5,True,5
TKT000166,USR07438,app_crash,2026-03-28 15:41:09,2026-04-10 15:41:09,13,True,4
TKT000167,USR03445,app_crash,2026-02-16 15:41:09,2026-02-25 15:41:09,9,True,3
TKT000168,USR05126,money_not_received,2025-10-01 15:41:09,2025-10-07 15:41:09,6,True,4
TKT000169,USR05126,transaction_failed,2026-03-02 15:41:09,2026-03-10 15:41:09,8,True,5
TKT000170,USR01963,money_not_received,2025-11-11 15:41:09,2025-11-20 15:41:09,9,True,4
TKT000171,USR05610,kyc_issue,2025-11-01 15:41:09,2025-11-02 15:41:09,1,True,4
TKT000172,USR09486,wrong_charge,2025-12-06 15:41:09,2025-12-14 15:41:09,8,True,3
TKT000173,USR09486,account_blocked,2026-01-05 15:41:09,2026-01-11 15:41:09,6,True,1
TKT000174,USR09486,kyc_issue,2025-09-10 15:41:09,2025-09-19 15:41:09,9,True,5
TKT000175,USR01946,kyc_issue,2026-03-10 15:41:09,2026-03-21 15:41:09,11,False,4
TKT000176,USR08219,transaction_failed,2026-03-01 15:41:09,2026-03-02 15:41:09,1,True,4
TKT000177,USR03307,app_crash,2025-10-12 15:41:09,2025-10-19 15:41:09,7,True,5
TKT000178,USR05220,kyc_issue,2025-12-28 15:41:09,2026-01-09 15:41:09,12,True,5
TKT000179,USR05220,kyc_issue,2025-10-14 15:41:09,2025-10-18 15:41:09,4,True,3
TKT000180,USR00217,transaction_failed,2026-04-13 15:41:09,2026-04-20 15:41:09,7,True,5
TKT000181,USR06104,app_crash,2025-10-13 15:41:09,2025-10-24 15:41:09,11,True,3
TKT000182,USR08564,money_not_received,2026-06-11 15:41:09,2026-06-22 15:41:09,11,True,3
TKT000183,USR09579,transaction_failed,2026-05-11 15:41:09,2026-05-11 15:41:09,0,True,3
TKT000184,USR09579,money_not_received,2026-02-17 15:41:09,2026-02-23 15:41:09,6,True,5
TKT000185,USR09579,wrong_charge,2026-02-20 15:41:09,2026-02-26 15:41:09,6,False,5
TKT000186,USR01613,general_query,2025-09-25 15:41:09,2025-09-27 15:41:09,2,True,2
TKT000187,USR01613,general_query,2026-04-08 15:41:09,2026-04-08 15:41:09,0,True,3
TKT000188,USR01613,account_blocked,2026-03-03 15:41:09,2026-03-05 15:41:09,2,True,4
TKT000189,USR01613,transaction_failed,2026-01-09 15:41:09,2026-01-17 15:41:09,8,True,4
TKT000190,USR06012,account_blocked,2025-11-02 15:41:09,2025-11-10 15:41:09,8,False,4
TKT000191,USR09116,kyc_issue,2026-02-20 15:41:09,2026-02-22 15:41:09,2,False,3
TKT000192,USR00289,app_crash,2025-11-10 15:41:09,2025-11-13 15:41:09,3,False,4
TKT000193,USR06478,transaction_failed,2026-06-06 15:41:09,2026-06-11 15:41:09,5,True,4
TKT000194,USR06478,money_not_received,2026-03-02 15:41:09,2026-03-03 15:41:09,1,True,3
TKT000195,USR06478,money_not_received,2026-03-10 15:41:09,2026-03-19 15:41:09,9,True,3
TKT000196,USR08683,app_crash,2025-11-10 15:41:09,2025-11-15 15:41:09,5,True,3
TKT000197,USR02360,app_crash,2025-08-28 15:41:09,2025-08-31 15:41:09,3,True,4
TKT000198,USR02360,app_crash,2025-10-09 15:41:09,2025-10-19 15:41:09,10,False,4
TKT000199,USR08959,wrong_charge,2025-11-18 15:41:09,2025-11-18 15:41:09,0,True,3
TKT000200,USR08454,wrong_charge,2025-11-18 15:41:09,2025-11-27 15:41:09,9,True,5
TKT000201,USR01921,money_not_received,2026-06-08 15:41:09,2026-06-16 15:41:09,8,True,3
TKT000202,USR05018,general_query,2026-03-29 15:41:09,2026-04-03 15:41:09,5,True,3
TKT000203,USR05706,transaction_failed,2026-03-26 15:41:09,2026-04-04 15:41:09,9,True,4
TKT000204,USR05706,transaction_failed,2025-12-16 15:41:09,2025-12-22 15:41:09,6,True,4
TKT000205,USR05706,app_crash,2025-10-05 15:41:09,2025-10-14 15:41:09,9,True,5
TKT000206,USR05706,transaction_failed,2026-03-19 15:41:09,2026-03-26 15:41:09,7,True,4
TKT000207,USR05706,app_crash,2026-05-14 15:41:09,2026-05-22 15:41:09,8,False,5
TKT000208,USR05706,transaction_failed,2025-10-22 15:41:09,2025-10-23 15:41:09,1,True,4
TKT000209,USR09251,app_crash,2026-01-23 15:41:09,2026-02-04 15:41:09,12,True,5
TKT000210,USR00150,general_query,2026-02-25 15:41:09,2026-03-01 15:41:09,4,True,5
TKT000211,USR00150,account_blocked,2026-04-05 15:41:09,2026-04-12 15:41:09,7,True,4
TKT000212,USR06022,app_crash,2025-09-28 15:41:09,2025-10-05 15:41:09,7,False,5
TKT000213,USR02897,kyc_issue,2025-10-20 15:41:09,2025-10-29 15:41:09,9,True,3
TKT000214,USR04548,money_not_received,2026-01-28 15:41:09,2026-01-30 15:41:09,2,True,5
TKT000215,USR04548,transaction_failed,2026-01-02 15:41:09,2026-01-07 15:41:09,5,True,5
TKT000216,USR06014,app_crash,2025-09-20 15:41:09,2025-10-02 15:41:09,12,True,4
TKT000217,USR02322,kyc_issue,2026-01-28 15:41:09,2026-02-09 15:41:09,12,True,5
TKT000218,USR02322,app_crash,2025-09-12 15:41:09,2025-09-16 15:41:09,4,True,3
TKT000219,USR02322,money_not_received,2026-04-21 15:41:09,2026-04-27 15:41:09,6,True,5
TKT000220,USR04638,money_not_received,2026-03-16 15:41:09,2026-03-17 15:41:09,1,True,5
TKT000221,USR05965,transaction_failed,2026-04-05 15:41:09,2026-04-09 15:41:09,4,True,1
TKT000222,USR05965,transaction_failed,2026-04-14 15:41:09,2026-04-17 15:41:09,3,True,4
TKT000223,USR05965,account_blocked,2026-01-16 15:41:09,2026-01-27 15:41:09,11,True,5
TKT000224,USR06912,app_crash,2025-08-20 15:41:09,2025-08-29 15:41:09,9,False,3
TKT000225,USR06912,app_crash,2025-09-23 15:41:09,2025-09-28 15:41:09,5,True,3
TKT000226,USR06912,app_crash,2025-10-15 15:41:09,2025-10-18 15:41:09,3,True,1
TKT000227,USR01949,transaction_failed,2026-02-11 15:41:09,2026-02-20 15:41:09,9,True,3
TKT000228,USR06691,general_query,2026-04-09 15:41:09,2026-04-20 15:41:09,11,True,4
TKT000229,USR00037,transaction_failed,2026-02-06 15:41:09,2026-02-12 15:41:09,6,True,5
TKT000230,USR09831,app_crash,2026-05-21 15:41:09,2026-06-03 15:41:09,13,False,5
TKT000231,USR04199,general_query,2026-02-22 15:41:09,2026-02-24 15:41:09,2,False,5
TKT000232,USR08960,account_blocked,2025-10-16 15:41:09,2025-10-21 15:41:09,5,False,5
TKT000233,USR08960,kyc_issue,2026-05-26 15:41:09,2026-06-07 15:41:09,12,True,5
TKT000234,USR07350,transaction_failed,2026-06-11 15:41:09,2026-06-12 15:41:09,1,True,5
TKT000235,USR08717,kyc_issue,2026-01-22 15:41:09,2026-02-01 15:41:09,10,True,5
TKT000236,USR08717,money_not_received,2025-09-01 15:41:09,2025-09-05 15:41:09,4,False,5
TKT000237,USR00901,money_not_received,2026-03-18 15:41:09,2026-03-22 15:41:09,4,True,5
TKT000238,USR02731,general_query,2025-10-04 15:41:09,2025-10-10 15:41:09,6,True,4
TKT000239,USR07351,money_not_received,2026-04-15 15:41:09,2026-04-28 15:41:09,13,False,4
TKT000240,USR09228,transaction_failed,2026-04-10 15:41:09,2026-04-22 15:41:09,12,True,4
TKT000241,USR09090,money_not_received,2025-12-03 15:41:09,2025-12-07 15:41:09,4,True,3
TKT000242,USR00757,transaction_failed,2026-04-05 15:41:09,2026-04-12 15:41:09,7,True,5
TKT000243,USR00757,transaction_failed,2026-01-21 15:41:09,2026-01-31 15:41:09,10,False,5
TKT000244,USR09476,account_blocked,2026-02-04 15:41:09,2026-02-06 15:41:09,2,True,4
TKT000245,USR08557,app_crash,2026-03-26 15:41:09,2026-04-04 15:41:09,9,True,4
TKT000246,USR08515,transaction_failed,2026-04-07 15:41:09,2026-04-14 15:41:09,7,False,4
TKT000247,USR04987,money_not_received,2025-09-02 15:41:09,2025-09-14 15:41:09,12,True,3
TKT000248,USR07570,money_not_received,2025-10-09 15:41:09,2025-10-21 15:41:09,12,True,5
TKT000249,USR04970,app_crash,2026-03-27 15:41:09,2026-04-01 15:41:09,5,True,3
TKT000250,USR05521,money_not_received,2026-03-26 15:41:09,2026-03-28 15:41:09,2,False,4
TKT000251,USR03193,transaction_failed,2026-01-17 15:41:09,2026-01-21 15:41:09,4,True,4
TKT000252,USR02362,app_crash,2026-06-02 15:41:09,2026-06-12 15:41:09,10,True,4
TKT000253,USR02362,transaction_failed,2026-03-17 15:41:09,2026-03-19 15:41:09,2,False,4
TKT000254,USR02362,transaction_failed,2026-06-09 15:41:09,2026-06-18 15:41:09,9,True,3
TKT000255,USR07558,money_not_received,2026-04-22 15:41:09,2026-05-03 15:41:09,11,True,3
TKT000256,USR07558,app_crash,2026-03-26 15:41:09,2026-03-26 15:41:09,0,True,4
TKT000257,USR07558,app_crash,2026-04-25 15:41:09,2026-05-07 15:41:09,12,True,1
TKT000258,USR03054,money_not_received,2026-02-20 15:41:09,2026-02-23 15:41:09,3,False,2
TKT000259,USR06379,app_crash,2025-12-01 15:41:09,2025-12-06 15:41:09,5,True,5
TKT000260,USR08122,transaction_failed,2026-04-14 15:41:09,2026-04-17 15:41:09,3,True,5
TKT000261,USR08122,app_crash,2025-08-17 15:41:09,2025-08-20 15:41:09,3,True,3
TKT000262,USR06064,transaction_failed,2026-04-15 15:41:09,2026-04-20 15:41:09,5,True,3
TKT000263,USR07681,app_crash,2026-05-18 15:41:09,2026-05-29 15:41:09,11,False,4
TKT000264,USR03660,transaction_failed,2026-03-17 15:41:09,2026-03-27 15:41:09,10,True,4
TKT000265,USR09458,transaction_failed,2026-05-10 15:41:09,2026-05-14 15:41:09,4,True,4
TKT000266,USR09458,kyc_issue,2026-05-21 15:41:09,2026-06-03 15:41:09,13,False,4
TKT000267,USR03364,money_not_received,2025-09-10 15:41:09,2025-09-17 15:41:09,7,True,1
TKT000268,USR03364,money_not_received,2026-05-02 15:41:09,2026-05-14 15:41:09,12,True,4
TKT000269,USR03364,money_not_received,2026-04-14 15:41:09,2026-04-25 15:41:09,11,True,4
TKT000270,USR03364,money_not_received,2026-02-13 15:41:09,2026-02-18 15:41:09,5,True,1
TKT000271,USR07412,money_not_received,2026-05-01 15:41:09,2026-05-12 15:41:09,11,True,5
TKT000272,USR00669,transaction_failed,2026-04-20 15:41:09,2026-04-22 15:41:09,2,True,4
TKT000273,USR06583,transaction_failed,2025-08-19 15:41:09,2025-08-31 15:41:09,12,True,3
TKT000274,USR02846,transaction_failed,2025-09-20 15:41:09,2025-09-26 15:41:09,6,True,4
TKT000275,USR01089,transaction_failed,2025-09-05 15:41:09,2025-09-07 15:41:09,2,True,4
TKT000276,USR06892,transaction_failed,2026-05-28 15:41:09,2026-06-03 15:41:09,6,True,5
TKT000277,USR06892,app_crash,2025-09-18 15:41:09,2025-09-29 15:41:09,11,True,4
TKT000278,USR05690,account_blocked,2025-09-11 15:41:09,2025-09-15 15:41:09,4,True,3
TKT000279,USR05691,transaction_failed,2025-10-20 15:41:09,2025-10-24 15:41:09,4,True,3
TKT000280,USR03693,app_crash,2025-10-05 15:41:09,2025-10-08 15:41:09,3,True,4
TKT000281,USR03693,kyc_issue,2025-12-29 15:41:09,2026-01-09 15:41:09,11,True,5
TKT000282,USR00716,money_not_received,2026-05-08 15:41:09,2026-05-21 15:41:09,13,True,3
TKT000283,USR09943,transaction_failed,2026-05-16 15:41:09,2026-05-25 15:41:09,9,True,5
