user_id,age,city,account_type,account_balance,kyc_complete,churn,txn_count,total_spent,avg_txn_amount,days_since_last_txn,app_open_count,active_days,ticket_count,avg_satisfaction
USR00074,25,Mumbai,wallet,1867.59,True,0,13,9554.35,734.95,14,6,6,0.0,0.0
USR00075,29,Mumbai,savings,33370.05,True,0,6,6425.870000000001,1070.9783333333337,21,9,9,0.0,0.0
USR00076,36,Delhi,wallet,7032.56,True,0,10,10309.51,1030.951,87,11,11,0.0,0.0
USR00077,26,Chennai,savings,7121.93,True,0,11,17353.7,1577.609090909091,55,8,8,2.0,4.0
USR00078,31,Mumbai,savings,10177.58,True,0,21,25998.26,1238.012380952381,28,12,12,0.0,0.0
USR00079,37,Bengaluru,savings,542.32,True,1,5,1494.53,298.906,92,2,2,0.0,0.0
USR00080,41,Mumbai,wallet,49543.05,True,0,12,21707.08,1808.9233333333327,52,7,7,0.0,0.0
USR00081,27,Chennai,savings,5029.47,False,1,8,9408.12,1176.015,44,4,4,0.0,0.0
USR00082,43,Bengaluru,current,17848.52,True,0,20,18659.24,932.962,37,8,8,0.0,0.0
USR00083,32,Mumbai,current,6134.42,True,0,7,15556.23,2222.3185714285714,110,6,6,0.0,0.0
USR00084,43,Mumbai,wallet,13143.66,True,0,17,17821.69,1048.3347058823529,7,10,10,0.0,0.0
USR00085,37,Hyderabad,savings,7945.2,True,0,21,30070.08,1431.9085714285711,16,5,5,1.0,3.0
USR00086,52,Jaipur,current,25934.92,True,0,14,14490.78,1035.0557142857142,7,6,6,0.0,0.0
USR00087,41,Mumbai,savings,12030.64,True,0,12,14946.04,1245.503333333333,57,11,11,0.0,0.0
USR00088,32,Mumbai,savings,65464.13,True,0,8,17709.98,2213.7475,32,5,5,0.0,0.0
USR00089,32,Mumbai,savings,2155.49,True,0,8,8414.81,1051.85125,79,9,9,0.0,0.0
USR00090,46,Lucknow,savings,122586.68,True,0,10,15685.65,1568.565,3,9,9,1.0,3.0
USR00091,30,Delhi,savings,4344.11,True,0,10,14304.05,1430.405,81,11,11,0.0,0.0
USR00092,18,Delhi,savings,14440.06,True,0,9,16912.13,1879.125555555556,63,16,16,0.0,0.0
USR00093,49,Pune,wallet,5517.71,True,0,14,15819.990000000002,1129.999285714286,16,9,9,0.0,0.0
USR00094,35,Mumbai,savings,7749.71,True,0,10,5906.9,590.6899999999999,42,6,6,0.0,0.0
USR00095,48,Hyderabad,wallet,35019.04,True,0,12,11494.64,957.8866666666668,16,12,12,1.0,5.0
USR00096,42,Bengaluru,wallet,7469.73,True,0,12,11521.16,960.0966666666668,36,6,6,0.0,0.0
USR00097,49,Bengaluru,current,5306.46,True,0,13,12463.59,958.7376923076924,19,9,9,1.0,4.0
USR00098,34,Bengaluru,savings,39174.94,True,0,12,16940.19,1411.6825,27,9,9,1.0,5.0
USR00099,33,Hyderabad,savings,3519.34,True,0,16,22665.4,1416.5875,22,11,11,2.0,4.0
USR00100,38,Mumbai,savings,2055.28,True,0,13,14251.45,1096.2653846153846,30,13,13,1.0,5.0
USR00101,28,Bengaluru,wallet,31109.96,True,0,9,9961.95,1106.8833333333334,28,6,6,0.0,0.0
USR00102,23,Mumbai,savings,625.91,True,0,7,12827.73,1832.532857142857,56,6,6,0.0,0.0
USR00103,19,Delhi,savings,2067.37,True,0,12,14332.0,1194.3333333333333,34,11,11,0.0,0.0
USR00104,32,Mumbai,wallet,14828.91,True,0,22,22343.34,1015.6063636363637,23,8,8,0.0,0.0
USR00105,32,Hyderabad,wallet,1324.55,True,0,16,16715.63,1044.726875,21,9,9,0.0,0.0
USR00106,31,Hyderabad,savings,9939.94,True,0,15,21386.71,1425.7806666666663,46,7,7,1.0,5.0
USR00107,42,Chennai,savings,27910.92,True,0,15,17755.35,1183.6899999999998,12,5,5,0.0,0.0
USR00108,24,Delhi,savings,11409.1,True,0,13,10791.11,830.0853846153847,30,6,6,0.0,0.0
USR00109,27,Delhi,savings,3983.26,True,0,21,19582.43,932.4966666666668,32,10,10,1.0,3.0
USR00110,23,Mumbai,savings,10350.55,True,0,20,18524.61,926.2305,15,8,8,0.0,0.0
USR00111,29,Delhi,wallet,7140.87,True,0,8,7789.46,973.6825,28,5,5,0.0,0.0
USR00112,49,Lucknow,current,6603.1,True,0,20,20669.81,1033.4905,28,5,5,0.0,0.0
USR00113,27,Pune,savings,1379.88,True,0,15,16379.99,1091.9993333333334,47,10,10,0.0,0.0
USR00114,29,Bengaluru,wallet,11151.19,True,0,11,13418.54,1219.8672727272728,11,9,9,0.0,0.0
USR00115,37,Lucknow,savings,79.71,True,0,17,32421.0,1907.1176470588236,6,9,9,0.0,0.0
USR00116,33,Hyderabad,savings,39755.78,True,0,10,14123.83,1412.383,14,6,6,1.0,3.0
USR00117,27,Mumbai,current,18617.46,True,0,10,11445.76,1144.576,23,6,5,1.0,3.0
USR00118,39,Delhi,savings,14147.99,True,0,15,21867.18,1457.812,2,8,8,0.0,0.0
USR00119,61,Bengaluru,savings,6912.22,True,0,14,17489.56,1249.2542857142855,6,8,8,0.0,0.0
USR00120,18,Pune,savings,5836.95,True,0,8,10610.23,1326.27875,48,7,7,0.0,0.0
USR00121,39,Pune,savings,13974.94,True,0,23,35500.63,1543.505652173913,17,5,4,0.0,0.0
USR00122,48,Mumbai,current,50297.65,True,0,13,15530.68,1194.6676923076925,25,8,8,0.0,0.0
USR00123,38,Pune,wallet,22815.53,True,0,16,16252.69,1015.793125,22,5,5,0.0,0.0
USR00124,49,Pune,current,2691.67,True,0,12,15180.36,1265.03,40,10,10,1.0,4.0
USR00125,42,Bengaluru,current,17231.95,True,0,12,14053.97,1171.1641666666667,34,7,7,0.0,0.0
USR00126,30,Chennai,savings,5379.68,True,0,8,4386.43,548.30375,36,4,4,1.0,4.0
USR00127,31,Delhi,savings,1034.13,True,0,12,19773.06,1647.755,21,9,9,0.0,0.0
USR00128,42,Delhi,savings,14821.15,True,0,20,31683.27,1584.1635,24,8,8,0.0,0.0
USR00129,40,Lucknow,wallet,12769.87,True,0,15,8947.61,596.5073333333333,6,13,13,0.0,0.0
USR00130,56,Mumbai,savings,20435.52,True,0,19,24525.99,1290.8415789473686,12,15,14,0.0,0.0
USR00131,30,Delhi,savings,11533.63,True,0,17,18696.27,1099.780588235294,24,13,12,0.0,0.0
USR00132,42,Mumbai,savings,23940.08,True,0,17,17331.82,1019.5188235294116,16,12,10,0.0,0.0
USR00133,42,Chennai,savings,12503.68,True,0,17,14839.13,872.8900000000001,23,7,7,1.0,3.0
USR00134,47,Hyderabad,savings,35863.14,True,0,16,15953.46,997.09125,43,9,9,1.0,5.0
USR00135,35,Chennai,savings,4436.03,True,0,21,33417.83,1591.325238095238,37,6,5,0.0,0.0
USR00136,60,Ahmedabad,current,17893.06,True,0,15,12369.39,824.626,11,3,3,0.0,0.0
USR00137,52,Mumbai,wallet,1207.11,True,0,12,16287.85,1357.3208333333334,14,4,4,0.0,0.0
USR00138,47,Lucknow,wallet,1802.68,True,0,13,15564.1,1197.2384615384617,33,5,5,0.0,0.0
USR00139,59,Chennai,savings,7153.75,True,0,14,11986.01,856.1435714285715,13,9,9,0.0,0.0
USR00140,39,Bengaluru,savings,6085.71,True,0,11,19393.85,1763.0772727272729,41,4,4,0.0,0.0
USR00141,21,Hyderabad,savings,37598.95,True,0,14,17283.23,1234.5164285714286,23,10,10,0.0,0.0
USR00142,21,Bengaluru,savings,2910.82,True,0,19,25472.51,1340.6584210526314,36,4,4,0.0,0.0
USR00143,44,Delhi,savings,3728.79,True,0,16,8462.93,528.933125,27,10,10,0.0,0.0
USR00144,18,Bengaluru,savings,2414.2,True,0,10,11536.72,1153.672,36,9,9,0.0,0.0
USR00145,59,Bengaluru,wallet,7595.49,True,0,14,14760.35,1054.3107142857143,22,5,5,1.0,5.0
USR00146,34,Mumbai,savings,3173.56,True,0,12,9829.91,819.1591666666667,35,11,11,0.0,0.0
USR00147,47,Bengaluru,wallet,9840.31,True,0,18,15350.35,852.7972222222222,34,10,10,2.0,4.0
USR00148,18,Jaipur,savings,29684.24,True,0,13,14716.52,1132.04,20,8,8,0.0,0.0
USR00149,22,Kolkata,wallet,57899.6,True,0,19,19290.02,1015.2642105263158,33,9,9,0.0,0.0
USR00150,51,Delhi,current,3764.89,True,0,14,21343.23,1524.5164285714286,32,10,10,2.0,4.5
USR00151,27,Chennai,wallet,4368.9,True,1,9,4045.02,449.44666666666666,31,6,6,0.0,0.0
USR00152,32,Kolkata,savings,29037.55,True,0,13,15739.75,1210.75,4,10,10,0.0,0.0
USR00153,27,Hyderabad,current,1364.06,True,0,14,9798.73,699.9092857142857,24,7,7,0.0,0.0
USR00154,24,Hyderabad,savings,3003.05,True,0,19,23835.69,1254.51,35,4,4,0.0,0.0
USR00155,28,Delhi,savings,26153.74,True,0,10,6558.34,655.8340000000001,16,11,11,0.0,0.0
USR00156,44,Hyderabad,savings,7899.54,True,0,19,23914.05,1258.6342105263157,24,5,5,1.0,5.0
USR00157,43,Bengaluru,savings,3015.36,True,0,12,18896.34,1574.695,9,10,9,0.0,0.0
USR00158,33,Delhi,savings,15055.46,True,0,13,13636.28,1048.9446153846154,19,8,8,0.0,0.0
USR00159,34,Chennai,wallet,17626.98,True,0,13,19280.76,1483.1353846153845,26,13,13,1.0,3.0
USR00160,37,Delhi,savings,12888.61,True,0,16,18266.75,1141.671875,32,10,10,0.0,0.0
USR00161,29,Delhi,savings,2262.67,True,0,17,20055.85,1179.7558823529412,29,14,14,0.0,0.0
USR00162,39,Chennai,savings,13763.76,True,0,12,10546.6,878.8833333333333,16,15,15,0.0,0.0
USR00163,18,Delhi,wallet,8223.66,True,0,17,12380.21,728.2476470588235,20,5,5,0.0,0.0
USR00164,21,Delhi,savings,13863.03,True,0,13,11793.22,907.1707692307692,21,12,12,0.0,0.0
USR00165,47,Jaipur,savings,14139.7,True,0,14,19444.2,1388.8714285714286,47,6,6,0.0,0.0
USR00166,25,Delhi,savings,19783.58,True,0,10,8980.38,898.0379999999999,50,10,10,0.0,0.0
USR00167,28,Mumbai,current,46595.37,True,0,11,13262.95,1205.7227272727273,47,7,6,0.0,0.0
USR00168,35,Chennai,savings,1171.66,True,0,15,14081.41,938.7606666666668,5,3,3,0.0,0.0
USR00169,18,Mumbai,wallet,1214.33,True,0,19,28537.61,1501.9794736842105,12,11,11,0.0,0.0
USR00170,23,Ahmedabad,savings,895.62,False,1,9,2105.5,233.94444444444449,15,4,4,0.0,0.0
USR00171,20,Pune,current,47612.41,True,0,17,17005.079999999998,1000.2988235294116,33,6,6,0.0,0.0
USR00172,31,Kolkata,savings,17678.31,True,0,8,10386.16,1298.27,17,8,8,0.0,0.0
USR00173,38,Bengaluru,savings,12172.43,True,0,17,33092.38,1946.610588235294,28,5,5,0.0,0.0
USR00174,36,Ahmedabad,wallet,5293.42,True,0,11,14152.98,1286.634545454545,14,5,5,0.0,0.0
USR00175,45,Bengaluru,current,9108.5,True,0,13,16225.78,1248.136923076923,39,15,13,0.0,0.0
USR00176,33,Mumbai,savings,3920.64,True,0,15,23719.51,1581.3006666666663,41,10,10,0.0,0.0
USR00177,46,Pune,savings,12744.48,True,0,12,11250.22,937.5183333333332,18,12,12,0.0,0.0
USR00178,25,Kolkata,current,14748.14,True,0,14,19477.68,1391.2628571428572,11,9,9,0.0,0.0
USR00179,41,Mumbai,savings,1089.04,True,0,15,10180.52,678.7013333333333,5,6,6,1.0,5.0
USR00180,34,Hyderabad,wallet,9805.31,True,0,14,22527.35,1609.0964285714288,34,7,7,0.0,0.0
USR00181,29,Chennai,savings,11088.47,True,0,21,13810.98,657.6657142857142,35,4,4,0.0,0.0
USR00182,48,Delhi,savings,5079.14,True,0,16,14810.26,925.64125,5,11,10,0.0,0.0
USR00183,18,Pune,savings,265.78,True,1,5,1835.26,367.052,165,1,1,2.0,4.0
USR00184,21,Jaipur,savings,31694.14,True,0,17,20083.48,1181.381176470588,8,5,5,0.0,0.0
USR00185,45,Mumbai,savings,1923.28,True,0,11,9016.44,819.6763636363637,39,12,12,0.0,0.0
USR00186,39,Mumbai,wallet,3024.48,False,1,9,6111.120000000001,679.0133333333334,70,1,1,0.0,0.0
USR00187,30,Lucknow,wallet,10135.1,True,0,7,8047.39,1149.6271428571429,39,6,6,1.0,5.0
USR00188,22,Hyderabad,savings,3800.52,True,0,9,11258.22,1250.9133333333334,23,7,7,0.0,0.0
USR00189,27,Kolkata,savings,680.87,True,0,18,19327.87,1073.7705555555556,22,10,9,1.0,3.0
USR00190,30,Mumbai,savings,12006.22,True,0,16,26762.91,1672.681875,8,9,9,0.0,0.0
USR00191,42,Jaipur,savings,11408.63,True,0,15,12662.64,844.176,8,12,12,1.0,5.0
USR00192,24,Bengaluru,savings,28577.98,True,0,7,11562.82,1651.8314285714284,7,6,6,1.0,4.0
USR00193,29,Kolkata,current,11771.67,True,0,7,3405.35,486.4785714285714,11,6,6,1.0,5.0
USR00194,44,Kolkata,wallet,16114.0,True,0,15,11879.17,791.9446666666666,19,5,5,0.0,0.0
USR00195,39,Chennai,savings,1677.96,True,0,12,13807.77,1150.6475,9,11,11,0.0,0.0
USR00196,42,Mumbai,wallet,30817.55,True,0,10,18961.74,1896.174,27,9,9,0.0,0.0
USR00197,46,Hyderabad,wallet,16.81,True,0,18,17660.13,981.1183333333332,6,5,5,0.0,0.0
USR00198,25,Hyderabad,wallet,5074.91,True,0,11,8675.26,788.66,33,7,7,3.0,4.0
USR00199,41,Mumbai,savings,25612.33,True,0,17,18026.17,1060.3629411764705,19,13,13,0.0,0.0
USR00200,18,Hyderabad,wallet,6593.24,False,1,4,2477.39,619.3475,64,4,4,0.0,0.0
USR00201,35,Mumbai,wallet,44146.5,True,0,19,16936.99,891.4205263157895,15,9,9,0.0,0.0
USR00202,38,Hyderabad,savings,6367.04,True,0,21,24324.49,1158.3090476190478,23,11,11,0.0,0.0
USR00203,28,Mumbai,wallet,7258.19,True,0,12,11417.02,951.4183333333334,31,8,8,0.0,0.0
USR00204,37,Chennai,savings,22071.73,True,0,16,22719.91,1419.994375,11,7,7,0.0,0.0
USR00205,21,Delhi,wallet,26223.67,True,0,8,14529.12,1816.14,20,7,7,1.0,4.0
USR00206,32,Delhi,wallet,15941.93,True,0,16,23792.62,1487.03875,28,4,4,1.0,3.0
USR00207,40,Jaipur,wallet,29211.48,True,0,24,29701.23,1237.55125,72,5,5,0.0,0.0
USR00208,33,Kolkata,savings,7897.57,True,0,20,24881.94,1244.097,17,5,5,0.0,0.0
USR00209,34,Bengaluru,savings,12408.76,True,0,17,23707.66,1394.5682352941176,13,11,10,0.0,0.0
USR00210,31,Pune,wallet,30445.28,True,0,16,21119.53,1319.970625,15,7,7,0.0,0.0
USR00211,40,Ahmedabad,wallet,5225.67,True,0,21,24424.03,1163.0490476190475,6,6,6,0.0,0.0
USR00212,47,Mumbai,savings,9852.88,True,0,11,9566.95,869.7227272727273,15,9,9,0.0,0.0
USR00213,20,Chennai,savings,2630.05,True,0,15,17131.1,1142.0733333333333,52,3,3,0.0,0.0
USR00214,30,Bengaluru,savings,5573.83,True,0,13,11552.56,888.6584615384616,45,13,13,0.0,0.0
USR00215,23,Pune,wallet,2559.46,True,1,10,4202.61,420.261,81,4,4,0.0,0.0
USR00216,18,Mumbai,savings,9823.53,True,0,12,11802.48,983.54,23,6,5,0.0,0.0
USR00217,33,Delhi,wallet,3542.47,True,0,15,16065.21,1071.014,26,9,9,1.0,5.0
USR00218,22,Mumbai,savings,10938.2,True,0,10,15022.08,1502.208,17,10,9,0.0,0.0
USR00219,25,Chennai,wallet,7585.49,False,1,10,3552.87,355.287,35,1,1,0.0,0.0
USR00220,21,Chennai,savings,220.9,True,1,7,3812.06,544.58,154,5,5,0.0,0.0
USR00221,34,Jaipur,current,41047.17,True,0,15,16878.98,1125.2653333333333,37,13,13,0.0,0.0
USR00222,27,Mumbai,wallet,25296.82,True,0,19,23758.18,1250.4305263157894,8,12,12,0.0,0.0
USR00223,32,Mumbai,savings,624.12,True,0,14,18030.83,1287.9164285714287,7,11,11,1.0,3.0
USR00224,47,Mumbai,wallet,4257.41,True,0,16,19501.12,1218.82,13,7,6,0.0,0.0
USR00225,39,Mumbai,savings,669.65,True,0,14,14618.53,1044.1807142857144,47,5,5,0.0,0.0
USR00226,28,Lucknow,current,84129.47,True,0,8,7888.910000000001,986.11375,40,5,5,0.0,0.0
USR00227,28,Kolkata,savings,3414.4,True,0,9,6138.1,682.0111111111112,47,9,8,0.0,0.0
USR00228,36,Bengaluru,savings,20363.07,True,0,12,15036.13,1253.0108333333335,12,8,8,1.0,4.0
USR00229,36,Bengaluru,current,447.53,True,0,12,12062.29,1005.1908333333334,32,4,4,1.0,4.0
USR00230,44,Delhi,savings,8215.48,True,0,12,11708.74,975.7283333333334,22,5,5,0.0,0.0
USR00231,39,Delhi,wallet,27118.16,True,0,14,20696.2,1478.3,4,12,12,0.0,0.0
USR00232,21,Delhi,wallet,2970.97,True,0,10,7179.95,717.995,5,6,6,0.0,0.0
USR00233,33,Bengaluru,savings,1537.03,True,0,12,10347.81,862.3175000000001,20,4,4,0.0,0.0
USR00234,45,Mumbai,savings,13482.32,True,0,12,12725.44,1060.4533333333334,27,4,4,1.0,4.0
USR00235,42,Mumbai,wallet,22273.38,True,0,19,27159.59,1429.4521052631578,12,11,11,0.0,0.0
USR00236,21,Bengaluru,savings,32274.98,True,0,18,24053.05,1336.2805555555556,21,9,9,0.0,0.0
USR00237,25,Hyderabad,current,4289.54,True,0,10,9222.52,922.252,23,7,7,1.0,5.0
USR00238,38,Hyderabad,savings,7155.03,True,0,14,18090.74,1292.1957142857143,16,5,5,0.0,0.0
USR00239,41,Kolkata,savings,13204.97,True,0,16,17161.79,1072.611875,15,13,13,0.0,0.0
USR00240,43,Mumbai,savings,64791.95,True,0,9,7446.81,827.4233333333334,56,11,11,0.0,0.0
USR00241,18,Bengaluru,savings,5432.42,False,1,11,5912.349999999999,537.4863636363635,82,7,7,0.0,0.0
USR00242,40,Chennai,savings,9805.93,True,0,8,7803.71,975.46375,24,11,10,1.0,5.0
USR00243,34,Bengaluru,current,10872.54,True,0,14,9994.02,713.8585714285715,15,13,13,0.0,0.0
USR00244,38,Mumbai,wallet,2135.81,True,0,21,27504.2,1309.7238095238097,27,3,3,0.0,0.0
USR00245,30,Bengaluru,wallet,16748.69,True,0,12,10609.45,884.1208333333334,31,6,6,1.0,3.0
USR00246,29,Lucknow,savings,16254.33,True,0,15,15749.53,1049.9686666666666,15,10,10,0.0,0.0
USR00247,32,Ahmedabad,current,1690.78,False,1,4,2656.08,664.02,86,1,1,0.0,0.0
USR00248,28,Pune,current,42421.61,True,0,10,6378.2300000000005,637.8230000000001,67,10,10,1.0,5.0
USR00249,24,Lucknow,savings,741.19,True,0,15,15516.84,1034.456,24,7,7,0.0,0.0
USR00250,29,Delhi,savings,1422.6,True,0,12,16875.59,1406.299166666667,24,7,7,0.0,0.0
USR00251,43,Bengaluru,wallet,23978.48,True,0,12,11654.78,971.2316666666666,37,7,6,0.0,0.0
USR00252,32,Delhi,current,15707.73,True,0,7,9139.92,1305.702857142857,7,3,3,0.0,0.0
USR00253,18,Delhi,savings,8931.97,True,0,14,15605.51,1114.6792857142857,29,12,12,1.0,4.0
USR00254,44,Mumbai,current,13266.86,True,0,17,22323.12,1313.1247058823528,38,13,13,0.0,0.0
USR00255,65,Bengaluru,savings,10980.87,True,0,16,17431.56,1089.4725,26,10,10,1.0,4.0
USR00256,34,Bengaluru,savings,2420.0,True,0,16,12583.28,786.455,15,7,7,0.0,0.0
USR00257,44,Jaipur,savings,18994.27,True,0,7,7962.68,1137.5257142857142,35,6,6,0.0,0.0
USR00258,18,Mumbai,wallet,34053.84,True,0,12,16957.87,1413.1558333333332,38,7,7,1.0,4.0
USR00259,21,Mumbai,savings,6499.24,True,0,16,14086.88,880.4300000000001,8,6,6,0.0,0.0
