user_id,issue_type,satisfaction_score,churn
USR05901,transaction_failed,2,1
USR08964,kyc_issue,4,0
USR06040,wrong_charge,5,0
USR05717,account_blocked,3,0
USR05717,kyc_issue,5,0
USR05717,transaction_failed,4,0
USR06006,transaction_failed,3,0
USR06006,transaction_failed,5,0
USR00451,wrong_charge,5,0
USR09400,money_not_received,3,0
USR02349,app_crash,5,0
USR01510,money_not_received,3,0
USR00595,money_not_received,5,0
USR02256,transaction_failed,1,1
USR02256,transaction_failed,3,1
USR05785,app_crash,4,0
USR05785,money_not_received,3,0
USR05785,transaction_failed,4,0
USR05785,money_not_received,5,0
USR08494,money_not_received,4,0
USR02461,transaction_failed,3,0
USR05943,transaction_failed,5,0
USR06452,money_not_received,5,0
USR06452,transaction_failed,4,0
USR02197,transaction_failed,5,0
USR01357,transaction_failed,3,0
USR02923,account_blocked,4,0
USR02923,transaction_failed,3,0
USR02923,kyc_issue,4,0
USR02923,general_query,4,0
USR06318,transaction_failed,4,0
USR06318,money_not_received,4,0
USR01078,kyc_issue,4,0
USR01078,app_crash,4,0
USR02716,transaction_failed,4,0
USR07273,money_not_received,4,0
USR08491,money_not_received,3,0
USR08857,account_blocked,3,0
USR07738,money_not_received,5,0
USR08692,transaction_failed,5,0
USR08015,transaction_failed,4,0
USR08015,account_blocked,4,0
USR09617,money_not_received,3,0
USR09617,wrong_charge,4,0
USR09945,money_not_received,5,0
USR09945,app_crash,5,0
USR01758,transaction_failed,5,0
USR07799,money_not_received,3,0
USR04352,money_not_received,4,0
USR05651,money_not_received,3,0
USR04996,money_not_received,3,0
USR01567,transaction_failed,4,0
USR07668,money_not_received,5,0
USR06872,money_not_received,3,1
USR06872,money_not_received,1,1
USR06872,money_not_received,1,1
USR06872,app_crash,2,1
USR06872,transaction_failed,3,1
USR02733,kyc_issue,3,0
USR03186,money_not_received,3,0
USR08197,kyc_issue,4,0
USR07370,wrong_charge,4,0
USR04468,kyc_issue,4,0
USR08635,account_blocked,3,0
USR00328,kyc_issue,5,0
USR00328,kyc_issue,5,0
USR00328,wrong_charge,4,0
USR03798,app_crash,3,0
USR02900,general_query,3,0
USR09687,transaction_failed,4,0
USR08622,app_crash,5,0
USR09767,transaction_failed,5,0
USR07010,transaction_failed,4,0
USR07010,account_blocked,3,0
USR02468,app_crash,4,0
USR06737,general_query,4,0
USR01976,money_not_received,4,0
USR04001,money_not_received,4,0
USR00326,app_crash,5,0
USR00326,kyc_issue,4,0
USR05419,kyc_issue,3,0
USR09884,transaction_failed,4,0
USR01467,app_crash,5,0
USR02228,money_not_received,4,0
USR02636,money_not_received,4,0
USR02636,money_not_received,5,0
USR04781,transaction_failed,3,1
USR04781,transaction_failed,3,1
USR04781,wrong_charge,4,1
USR01996,account_blocked,5,0
USR01774,money_not_received,4,0
USR08788,money_not_received,4,0
USR06338,transaction_failed,3,0
USR04613,money_not_received,5,0
USR06385,app_crash,3,0
USR00009,transaction_failed,3,0
USR00009,app_crash,5,0
USR03572,kyc_issue,3,0
USR07925,money_not_received,3,0
USR07925,transaction_failed,5,0
USR07438,app_crash,4,0
USR03445,app_crash,3,0
USR05126,money_not_received,4,0
USR05126,transaction_failed,5,0
USR01963,money_not_received,4,0
USR05610,kyc_issue,4,0
USR09486,wrong_charge,3,1
USR09486,account_blocked,1,1
USR09486,kyc_issue,5,1
USR01946,kyc_issue,4,0
USR08219,transaction_failed,4,0
USR03307,app_crash,5,0
USR05220,kyc_issue,5,0
USR05220,kyc_issue,3,0
USR00217,transaction_failed,5,0
USR06104,app_crash,3,0
USR08564,money_not_received,3,0
USR09579,transaction_failed,3,0
USR09579,money_not_received,5,0
USR09579,wrong_charge,5,0
USR01613,general_query,2,1
USR01613,general_query,3,1
USR01613,account_blocked,4,1
USR01613,transaction_failed,4,1
USR06012,account_blocked,4,0
USR09116,kyc_issue,3,0
USR00289,app_crash,4,0
USR06478,transaction_failed,4,1
USR06478,money_not_received,3,1
USR06478,money_not_received,3,1
USR08683,app_crash,3,0
USR02360,app_crash,4,0
USR02360,app_crash,4,0
USR08959,wrong_charge,3,0
USR08454,wrong_charge,5,0
USR01921,money_not_received,3,0
USR05018,general_query,3,0
USR05706,transaction_failed,4,1
USR05706,transaction_failed,4,1
USR05706,app_crash,5,1
USR05706,transaction_failed,4,1
USR05706,app_crash,5,1
USR05706,transaction_failed,4,1
USR09251,app_crash,5,0
USR00150,general_query,5,0
USR00150,account_blocked,4,0
USR06022,app_crash,5,0
USR02897,kyc_issue,3,0
USR04548,money_not_received,5,0
USR04548,transaction_failed,5,0
USR06014,app_crash,4,0
USR02322,kyc_issue,5,0
USR02322,app_crash,3,0
USR02322,money_not_received,5,0
USR04638,money_not_received,5,0
USR05965,transaction_failed,1,1
USR05965,transaction_failed,4,1
USR05965,account_blocked,5,1
USR06912,app_crash,3,1
USR06912,app_crash,3,1
USR06912,app_crash,1,1
USR01949,transaction_failed,3,0
USR06691,general_query,4,0
USR00037,transaction_failed,5,0
USR09831,app_crash,5,0
USR04199,general_query,5,0
USR08960,account_blocked,5,0
USR08960,kyc_issue,5,0
USR07350,transaction_failed,5,0
USR08717,kyc_issue,5,0
USR08717,money_not_received,5,0
USR00901,money_not_received,5,0
USR02731,general_query,4,0
USR07351,money_not_received,4,0
USR09228,transaction_failed,4,0
USR09090,money_not_received,3,0
USR00757,transaction_failed,5,0
USR00757,transaction_failed,5,0
USR09476,account_blocked,4,0
USR08557,app_crash,4,0
USR08515,transaction_failed,4,0
USR04987,money_not_received,3,0
USR07570,money_not_received,5,0
USR04970,app_crash,3,0
USR05521,money_not_received,4,0
USR03193,transaction_failed,4,0
USR02362,app_crash,4,0
USR02362,transaction_failed,4,0
USR02362,transaction_failed,3,0
USR07558,money_not_received,3,1
USR07558,app_crash,4,1
USR07558,app_crash,1,1
USR03054,money_not_received,2,1
USR06379,app_crash,5,0
USR08122,transaction_failed,5,0
USR08122,app_crash,3,0
USR06064,transaction_failed,3,0
USR07681,app_crash,4,0
USR03660,transaction_failed,4,0
USR09458,transaction_failed,4,0
USR09458,kyc_issue,4,0
USR03364,money_not_received,1,1
USR03364,money_not_received,4,1
USR03364,money_not_received,4,1
USR03364,money_not_received,1,1
USR07412,money_not_received,5,0
USR00669,transaction_failed,4,0
USR06583,transaction_failed,3,0
USR02846,transaction_failed,4,0
USR01089,transaction_failed,4,0
USR06892,transaction_failed,5,0
USR06892,app_crash,4,0
USR05690,account_blocked,3,0
USR05691,transaction_failed,3,0
USR03693,app_crash,4,0
USR03693,kyc_issue,5,0
USR00716,money_not_received,3,0
USR09943,transaction_failed,5,0
USR09943,app_crash,5,0
USR07579,money_not_received,4,0
USR07579,money_not_received,3,0
USR05226,transaction_failed,5,0
USR03378,money_not_received,5,0
USR05732,money_not_received,5,0
USR01115,transaction_failed,5,0
USR00323,app_crash,3,0
USR08675,money_not_received,3,0
USR02914,money_not_received,3,0
USR09661,money_not_received,5,0
USR09661,money_not_received,3,0
USR00552,money_not_received,5,1
USR06827,transaction_failed,4,0
USR06937,kyc_issue,4,0
USR08647,app_crash,4,0
USR07276,app_crash,4,0
USR07276,money_not_received,4,0
USR07276,transaction_failed,4,0
USR01233,transaction_failed,4,0
USR00641,kyc_issue,4,0
USR05548,kyc_issue,5,0
USR07002,general_query,4,0
USR07002,transaction_failed,5,0
USR02346,general_query,4,0
USR05953,app_crash,5,0
USR08637,transaction_failed,5,0
USR08637,money_not_received,3,0
USR03418,transaction_failed,3,1
USR03418,app_crash,2,1
USR03418,account_blocked,4,1
USR00596,account_blocked,4,0
USR00596,app_crash,4,0
USR00596,general_query,3,0
USR03809,wrong_charge,3,0
USR07787,transaction_failed,3,0
USR01808,transaction_failed,5,0
USR03397,general_query,3,0
USR00964,transaction_failed,4,0
USR00964,kyc_issue,3,0
USR05662,app_crash,2,1
USR05662,money_not_received,3,1
USR05662,transaction_failed,2,1
USR02687,transaction_failed,5,0
USR02687,money_not_received,3,0
USR02687,app_crash,3,0
USR09688,transaction_failed,5,1
USR09688,money_not_received,4,1
USR09688,transaction_failed,5,1
USR09688,app_crash,5,1
USR09688,kyc_issue,1,1
USR04010,account_blocked,5,0
USR04010,account_blocked,4,0
USR02543,transaction_failed,5,1
USR07533,transaction_failed,5,0
USR04600,kyc_issue,4,0
USR09592,money_not_received,3,0
USR08169,transaction_failed,4,0
USR08658,kyc_issue,5,0
USR08658,money_not_received,3,0
USR08658,account_blocked,3,0
USR08658,money_not_received,5,0
USR05888,kyc_issue,3,0
USR03458,app_crash,5,0
USR03458,wrong_charge,4,0
USR01245,transaction_failed,4,0
USR07330,kyc_issue,4,0
USR07607,transaction_failed,4,0
USR04816,transaction_failed,4,0
USR04816,kyc_issue,4,0
USR07617,account_blocked,5,0
USR02527,transaction_failed,4,0
USR00095,transaction_failed,5,0
USR05671,transaction_failed,3,0
USR05671,app_crash,4,0
USR05671,transaction_failed,3,0
USR09443,transaction_failed,3,0
USR09851,account_blocked,4,0
USR07985,app_crash,5,0
USR07063,transaction_failed,3,0
USR09572,money_not_received,4,0
USR09547,app_crash,5,0
USR09547,money_not_received,5,0
USR09619,transaction_failed,3,0
USR01919,kyc_issue,3,0
USR08769,transaction_failed,3,0
USR01999,money_not_received,5,0
USR02971,money_not_received,4,0
USR04597,account_blocked,4,0
USR01750,wrong_charge,3,0
USR08174,money_not_received,5,0
USR08174,transaction_failed,4,0
USR01344,kyc_issue,1,1
USR01344,transaction_failed,5,1
USR07780,kyc_issue,4,0
USR06299,money_not_received,4,0
USR01055,transaction_failed,4,0
USR01490,transaction_failed,3,0
USR01490,kyc_issue,3,0
USR03318,transaction_failed,5,0
USR06054,transaction_failed,4,0
USR08369,transaction_failed,3,0
USR07081,app_crash,5,0
USR01223,kyc_issue,4,0
USR02715,money_not_received,3,0
USR02470,general_query,3,0
USR02470,account_blocked,5,0
USR06325,transaction_failed,5,0
USR06325,account_blocked,3,0
USR02427,wrong_charge,5,0
USR02427,money_not_received,5,0
USR07818,transaction_failed,3,0
USR08948,transaction_failed,4,0
USR05865,transaction_failed,5,0
USR09703,transaction_failed,5,0
USR00003,app_crash,4,0
USR04905,account_blocked,3,0
USR07644,transaction_failed,4,0
USR05211,app_crash,3,0
USR07556,app_crash,5,0
USR07556,wrong_charge,4,0
USR02901,transaction_failed,3,0
USR02901,transaction_failed,4,0
USR07950,kyc_issue,5,0
USR07950,money_not_received,5,0
USR07950,transaction_failed,5,0
USR04818,wrong_charge,3,0
USR03436,money_not_received,5,0
USR00183,money_not_received,5,1
USR00183,transaction_failed,3,1
USR05055,wrong_charge,4,0
USR06072,wrong_charge,4,0
USR07637,wrong_charge,4,0
USR01608,transaction_failed,3,0
USR01608,wrong_charge,4,0
USR06161,money_not_received,3,0
USR05789,transaction_failed,5,0
USR02607,general_query,5,0
USR06089,money_not_received,4,0
USR05825,app_crash,4,0
USR03163,money_not_received,4,0
USR00590,kyc_issue,4,1
USR00590,transaction_failed,1,1
USR00590,money_not_received,2,1
USR00590,account_blocked,5,1
USR06259,transaction_failed,3,0
USR08390,account_blocked,3,0
USR08390,general_query,3,0
USR07817,money_not_received,3,0
USR09309,money_not_received,4,0
USR00800,transaction_failed,4,0
USR00800,transaction_failed,3,0
USR06088,money_not_received,4,0
USR03542,money_not_received,4,0
USR03637,app_crash,5,0
USR03637,general_query,4,0
USR03637,money_not_received,4,0
USR02770,account_blocked,5,0
USR07602,kyc_issue,3,0
USR07602,kyc_issue,4,0
USR08217,money_not_received,4,0
USR04204,wrong_charge,3,0
USR04204,app_crash,5,0
USR06992,transaction_failed,5,0
USR03553,money_not_received,3,0
USR03444,transaction_failed,3,0
USR01913,account_blocked,3,0
USR00380,kyc_issue,5,0
USR08732,app_crash,4,0
USR00767,account_blocked,4,0
USR07354,app_crash,5,0
USR07445,app_crash,4,0
USR08785,transaction_failed,3,0
USR08785,money_not_received,5,0
USR02229,account_blocked,5,0
USR02229,transaction_failed,3,0
USR00819,app_crash,5,0
USR05961,transaction_failed,3,0
USR05961,app_crash,4,0
USR08459,account_blocked,3,0
USR08459,wrong_charge,4,0
USR08459,wrong_charge,5,0
USR07137,account_blocked,2,1
USR07137,transaction_failed,1,1
USR07252,app_crash,3,0
USR03587,transaction_failed,3,0
USR02666,transaction_failed,3,0
USR02912,app_crash,5,0
USR07742,kyc_issue,5,0
USR03954,money_not_received,3,0
USR03600,money_not_received,4,0
USR03600,account_blocked,4,0
USR05430,money_not_received,5,0
USR00242,transaction_failed,5,0
USR06232,general_query,4,1
USR06232,transaction_failed,3,1
USR06232,transaction_failed,1,1
USR01650,account_blocked,5,0
USR07943,money_not_received,3,0
USR06816,account_blocked,4,0
USR07089,account_blocked,3,0
USR01646,kyc_issue,3,0
USR01646,kyc_issue,5,0
USR04713,app_crash,5,0
USR07339,kyc_issue,5,0
USR04161,money_not_received,5,0
USR07578,money_not_received,5,0
USR07578,app_crash,3,0
USR07578,app_crash,4,0
USR00280,money_not_received,5,0
USR05373,money_not_received,3,0
USR04270,money_not_received,3,0
USR06858,app_crash,3,0
USR05612,money_not_received,3,0
USR00072,app_crash,3,0
USR00072,transaction_failed,5,0
USR05131,kyc_issue,4,0
USR05131,transaction_failed,3,0
USR06133,transaction_failed,3,0
USR06133,money_not_received,5,0
USR06133,app_crash,4,0
USR03154,transaction_failed,5,0
USR05100,wrong_charge,5,0
USR09599,app_crash,4,0
USR03965,app_crash,5,0
USR03972,money_not_received,2,1
USR03972,transaction_failed,5,1
USR03972,transaction_failed,4,1
USR03972,app_crash,2,1
USR04490,money_not_received,3,0
USR02975,kyc_issue,4,0
USR07957,money_not_received,4,0
USR07957,account_blocked,4,0
USR08364,account_blocked,3,0
USR09369,transaction_failed,3,1
USR01731,money_not_received,3,0
USR09330,wrong_charge,4,0
USR08128,transaction_failed,4,0
USR09783,money_not_received,1,1
USR09783,app_crash,4,1
USR09783,transaction_failed,2,1
USR07776,wrong_charge,4,0
USR03081,money_not_received,3,0
USR08050,wrong_charge,4,0
USR08050,kyc_issue,5,0
USR06281,app_crash,4,0
USR06281,app_crash,4,0
USR03947,app_crash,3,0
USR03947,money_not_received,3,0
USR06438,transaction_failed,5,0
USR01199,app_crash,4,0
USR07645,money_not_received,4,0
USR07426,money_not_received,2,1
USR07426,account_blocked,2,1
USR07426,wrong_charge,2,1
USR07426,account_blocked,3,1
USR07426,kyc_issue,2,1
USR09047,kyc_issue,5,0
USR09047,transaction_failed,4,0
USR08260,app_crash,3,0
USR08260,app_crash,5,0
USR05755,general_query,3,0
USR05755,account_blocked,3,0
USR05755,money_not_received,3,0
USR08894,kyc_issue,3,0
USR08894,account_blocked,5,0
USR08894,money_not_received,5,0
USR07360,transaction_failed,4,0
USR05006,transaction_failed,5,0
USR00706,app_crash,3,0
USR00706,account_blocked,4,0
USR00706,transaction_failed,5,0
USR00706,transaction_failed,4,0
USR00038,money_not_received,3,0
USR04803,transaction_failed,3,1
USR04803,money_not_received,1,1
USR04803,general_query,5,1
USR04803,kyc_issue,2,1
USR02582,money_not_received,4,0
USR01574,money_not_received,5,1
USR01574,money_not_received,2,1
USR01574,account_blocked,3,1
USR01574,kyc_issue,2,1
USR01574,money_not_received,1,1
USR01574,transaction_failed,2,1
USR04809,money_not_received,5,0
USR04430,wrong_charge,4,0
USR00560,transaction_failed,5,0
USR00560,transaction_failed,5,0
USR00560,wrong_charge,5,0
USR02407,app_crash,3,0
USR02407,money_not_received,3,0
USR02407,money_not_received,5,0
USR05027,general_query,3,0
USR05027,kyc_issue,4,0
USR01719,money_not_received,5,0
USR01719,account_blocked,3,0
USR07284,transaction_failed,5,0
USR03423,transaction_failed,4,0
USR09881,transaction_failed,3,0
USR09302,app_crash,5,0
USR04285,general_query,3,0
USR04285,app_crash,5,0
USR04285,money_not_received,4,0
USR04285,transaction_failed,3,0
USR06645,money_not_received,3,0
USR05642,transaction_failed,5,0
USR00065,money_not_received,4,0
USR00065,wrong_charge,3,0
USR00065,transaction_failed,3,0
USR00573,transaction_failed,3,0
USR00573,money_not_received,5,0
USR03259,transaction_failed,5,0
USR00248,app_crash,5,0
USR09260,wrong_charge,4,0
USR04559,general_query,5,0
USR07178,transaction_failed,4,0
USR07469,transaction_failed,5,0
USR04347,money_not_received,5,0
USR04347,app_crash,4,0
USR07461,transaction_failed,5,0
USR09208,app_crash,4,1
USR05585,money_not_received,3,0
USR01757,app_crash,5,0
USR09780,app_crash,4,0
USR09204,money_not_received,4,0
USR03056,transaction_failed,3,0
USR03056,transaction_failed,5,0
USR06898,money_not_received,3,0
USR04151,kyc_issue,5,0
USR06423,account_blocked,4,0
USR06284,account_blocked,4,0
USR03400,money_not_received,4,0
USR05505,app_crash,5,0
USR05505,money_not_received,5,0
USR00223,wrong_charge,3,0
USR07784,account_blocked,4,1
USR07784,transaction_failed,2,1
USR07784,app_crash,2,1
USR08575,app_crash,3,0
USR03720,money_not_received,2,1
USR03720,kyc_issue,3,1
USR03720,transaction_failed,2,1
USR09320,kyc_issue,3,0
USR00975,app_crash,5,0
USR04778,money_not_received,4,0
USR01678,account_blocked,4,0
USR07875,app_crash,5,0
USR07875,kyc_issue,5,0
USR01440,account_blocked,4,0
USR04422,transaction_failed,4,0
USR04422,money_not_received,5,0
USR01270,transaction_failed,5,0
USR02426,money_not_received,5,0
USR01962,money_not_received,5,0
USR01962,account_blocked,3,0
USR00036,app_crash,3,0
USR06953,money_not_received,3,0
USR02104,wrong_charge,4,1
USR02104,money_not_received,2,1
USR02104,transaction_failed,4,1
USR01162,account_blocked,5,0
USR01162,app_crash,5,0
USR01162,kyc_issue,3,0
USR07408,app_crash,5,0
USR02754,transaction_failed,3,1
USR02754,app_crash,1,1
USR02754,transaction_failed,4,1
USR02754,transaction_failed,2,1
USR02754,money_not_received,4,1
USR09412,transaction_failed,3,0
USR07699,general_query,5,0
USR06039,transaction_failed,5,0
USR01037,kyc_issue,5,0
USR03524,money_not_received,3,0
USR06027,wrong_charge,5,0
USR00649,transaction_failed,5,0
USR08689,kyc_issue,3,0
USR09170,money_not_received,4,0
USR09170,money_not_received,3,0
USR08680,app_crash,3,0
USR03974,money_not_received,4,0
USR09239,app_crash,4,1
USR09239,transaction_failed,4,1
USR09239,transaction_failed,1,1
USR09239,app_crash,3,1
USR09239,transaction_failed,3,1
USR01488,account_blocked,5,0
USR01465,account_blocked,3,0
USR01465,app_crash,3,0
USR06638,account_blocked,4,0
USR01998,transaction_failed,4,0
USR01998,money_not_received,3,0
USR01998,transaction_failed,4,0
USR01998,app_crash,3,0
USR06221,transaction_failed,4,0
USR08394,kyc_issue,4,0
USR08394,transaction_failed,5,0
USR02940,app_crash,4,0
USR08088,general_query,5,0
USR08088,money_not_received,3,0
USR08088,app_crash,5,0
USR08436,general_query,3,0
USR08436,money_not_received,4,0
USR07282,kyc_issue,4,0
USR07282,account_blocked,4,0
USR01230,wrong_charge,5,0
USR01230,money_not_received,3,0
USR01230,app_crash,5,0
USR05292,app_crash,4,0
USR04155,transaction_failed,3,0
USR04155,money_not_received,5,0
USR06738,money_not_received,5,0
USR09207,wrong_charge,4,1
USR09207,transaction_failed,1,1
USR07393,transaction_failed,4,0
USR05606,money_not_received,3,0
USR05606,money_not_received,3,0
USR08551,transaction_failed,4,0
USR08551,wrong_charge,4,0
USR04605,app_crash,3,0
USR04605,wrong_charge,4,0
USR03141,transaction_failed,4,0
USR02326,app_crash,3,0
USR01951,transaction_failed,4,0
USR05536,account_blocked,3,0
USR02157,transaction_failed,4,0
USR00842,wrong_charge,4,0
USR00842,kyc_issue,4,0
USR02378,transaction_failed,4,0
USR02378,transaction_failed,3,0
USR06053,transaction_failed,3,0
USR01453,money_not_received,1,1
USR01453,transaction_failed,5,1
USR01453,transaction_failed,4,1
USR08786,transaction_failed,5,0
USR08503,transaction_failed,4,0
USR08503,wrong_charge,5,0
USR06349,kyc_issue,4,0
USR06349,account_blocked,3,0
USR06349,transaction_failed,3,0
USR06349,wrong_charge,5,0
USR06349,app_crash,3,0
USR06349,money_not_received,5,0
USR07927,money_not_received,4,0
USR02779,money_not_received,5,0
USR08601,money_not_received,3,0
USR04252,app_crash,4,0
USR03896,transaction_failed,4,0
USR03896,account_blocked,5,0
USR08756,account_blocked,4,0
USR09859,general_query,4,0
USR09859,kyc_issue,5,0
USR08188,money_not_received,5,0
USR08188,money_not_received,5,0
USR00354,money_not_received,3,0
USR09754,app_crash,5,0
USR01519,transaction_failed,3,0
USR02980,transaction_failed,3,0
USR01218,transaction_failed,3,0
USR03855,money_not_received,3,0
USR07349,kyc_issue,5,0
USR07349,app_crash,5,0
USR07349,general_query,5,0
USR07349,transaction_failed,3,0
USR02684,wrong_charge,3,0
USR02684,money_not_received,4,0
USR02758,account_blocked,5,0
USR05742,money_not_received,3,1
USR05742,money_not_received,1,1
USR05742,money_not_received,1,1
USR08319,transaction_failed,4,0
USR06884,money_not_received,5,0
USR06884,account_blocked,4,0
USR03237,kyc_issue,5,0
USR03539,money_not_received,4,0
USR08385,app_crash,3,0
USR02076,account_blocked,5,0
USR01894,money_not_received,1,1
USR01894,kyc_issue,1,1
USR07555,money_not_received,4,0
USR07555,transaction_failed,4,0
USR05329,transaction_failed,5,0
USR05329,account_blocked,5,0
USR03303,money_not_received,5,1
USR03303,transaction_failed,2,1
USR03303,transaction_failed,1,1
USR03303,account_blocked,5,1
USR03303,transaction_failed,5,1
USR03303,app_crash,1,1
USR03303,money_not_received,5,1
USR06873,transaction_failed,4,0
USR02945,money_not_received,5,0
USR01330,transaction_failed,5,0
USR01330,app_crash,5,0
USR01330,general_query,4,0
USR08864,wrong_charge,5,0
USR03880,money_not_received,3,0
USR00398,general_query,4,0
USR00398,app_crash,3,0
USR06976,account_blocked,3,0
USR00005,transaction_failed,4,0
USR07131,wrong_charge,4,0
USR08350,money_not_received,4,0
USR01265,money_not_received,5,0
USR04736,account_blocked,5,0
USR04736,money_not_received,3,0
USR03697,money_not_received,3,0
USR09488,kyc_issue,4,0
USR02969,transaction_failed,3,0
USR04992,money_not_received,5,0
USR04992,transaction_failed,3,0
USR04992,transaction_failed,5,0
USR05336,app_crash,5,0
USR00632,transaction_failed,1,1
USR00632,money_not_received,2,1
USR00632,account_blocked,2,1
USR00632,kyc_issue,3,1
USR00632,money_not_received,1,1
USR00632,transaction_failed,2,1
USR09756,transaction_failed,5,0
USR00431,app_crash,3,0
USR07650,money_not_received,5,0
USR08133,money_not_received,5,0
USR01123,general_query,3,0
USR05641,account_blocked,3,0
USR04891,account_blocked,5,0
USR00348,wrong_charge,5,0
USR00348,app_crash,4,0
USR03098,account_blocked,5,1
USR00126,general_query,4,0
USR08713,transaction_failed,3,0
USR00854,transaction_failed,3,0
USR09567,kyc_issue,4,0
USR08538,kyc_issue,3,0
USR05399,general_query,5,0
USR07197,transaction_failed,5,0
USR08539,transaction_failed,4,0
USR02347,transaction_failed,3,0
USR03247,app_crash,5,0
USR02508,wrong_charge,4,0
USR03422,money_not_received,4,1
USR03422,money_not_received,4,1
USR03422,account_blocked,4,1
USR03422,transaction_failed,2,1
USR00564,transaction_failed,3,1
USR00564,account_blocked,2,1
USR00564,money_not_received,4,1
USR00564,money_not_received,4,1
USR06673,app_crash,3,0
USR06673,money_not_received,4,0
USR09591,account_blocked,4,0
USR09852,money_not_received,5,0
USR01892,kyc_issue,5,1
USR01892,transaction_failed,3,1
USR01892,general_query,4,1
USR01892,account_blocked,5,1
USR01892,kyc_issue,3,1
USR01892,transaction_failed,4,1
USR01562,general_query,4,0
USR01562,transaction_failed,4,0
USR01687,app_crash,5,0
USR08439,account_blocked,5,0
USR02183,account_blocked,3,0
USR07536,transaction_failed,3,0
USR09077,money_not_received,4,0
USR00304,transaction_failed,5,0
USR09618,app_crash,4,0
USR01287,account_blocked,4,0
USR04680,transaction_failed,4,0
USR03673,transaction_failed,5,0
USR03673,money_not_received,5,0
USR06246,kyc_issue,4,0
USR09137,app_crash,5,0
USR09549,transaction_failed,3,0
USR08107,general_query,3,0
USR08107,account_blocked,5,0
USR09921,kyc_issue,3,0
USR09921,kyc_issue,4,0
USR07371,transaction_failed,3,0
USR02186,transaction_failed,3,0
USR02186,kyc_issue,4,0
USR00730,app_crash,4,0
USR01537,money_not_received,4,0
USR01537,transaction_failed,4,0
USR05933,money_not_received,4,1
USR05933,kyc_issue,2,1
USR05933,kyc_issue,5,1
USR02562,wrong_charge,3,0
USR00765,transaction_failed,4,0
USR07837,money_not_received,3,0
USR09219,money_not_received,3,0
USR09219,account_blocked,3,0
USR09219,money_not_received,5,0
USR00255,wrong_charge,4,0
USR04655,money_not_received,4,0
USR04655,app_crash,5,0
USR09664,money_not_received,5,0
USR01835,account_blocked,5,0
USR08829,money_not_received,4,0
USR01283,transaction_failed,4,0
USR04606,money_not_received,4,0
USR04606,general_query,4,0
USR02028,wrong_charge,4,0
USR00968,money_not_received,5,0
USR06319,transaction_failed,5,0
USR05095,money_not_received,5,0
USR06482,kyc_issue,5,0
USR05262,transaction_failed,5,0
USR05734,money_not_received,3,0
USR07448,app_crash,3,0
USR03973,transaction_failed,3,0
USR08296,general_query,4,0
USR08296,account_blocked,5,0
USR01586,wrong_charge,5,0
USR04087,kyc_issue,3,0
USR09364,account_blocked,4,0
USR08955,app_crash,1,1
USR08955,account_blocked,2,1
USR08955,transaction_failed,1,1
USR08955,app_crash,1,1
USR08955,account_blocked,3,1
USR00635,transaction_failed,5,0
USR04974,general_query,3,0
USR00926,money_not_received,3,0
USR02014,wrong_charge,3,0
USR02014,wrong_charge,3,0
USR02014,transaction_failed,5,0
USR07831,money_not_received,5,0
USR07831,wrong_charge,5,0
USR07831,money_not_received,5,0
USR07831,general_query,5,0
USR01031,money_not_received,5,0
USR01031,money_not_received,5,0
USR01031,transaction_failed,4,0
USR09971,money_not_received,4,0
